词条ID,分类列表,英文原文,润色前,润色后,命中原因,来源文件示例
T008379,任务剧情,"Good Heaven, I’ll need a better description than that. My men have harvested dozens of little brats in this region. Quite good hunting grounds! Sold some of them to some pirates from Ostican, and sent the rest south to a slave market I know, though.[ib:hip][if:convo_snide_voice]",老天，我需要比这更详细的描述。我的人在这片区域抓了不少小鬼。真是个好猎场！有些卖给了奥斯蒂坎的海盗，剩下的则送到了我知道的一个南方奴隶市场。[ib:hip][if:convo_snide_voice],老天，你得说得再详细点。我的人在这片抓了不少小鬼。真是个好猎场！有些卖给了奥斯蒂坎的海盗，剩下的送到了我知道的一个南方奴隶市场。[ib:hip][if:convo_snide_voice],对话/剧情全量润色,NavalDLC/ModuleData/module_strings.xml
T008380,任务剧情,"Oh, you'll need my help all right, if you want to get them back - alive, that is. See, my boys have some pretty specific instructions about what to do if there's a rescue attempt...",哦，如果你想把他们活着救回来，你确实需要我的帮助。你看，我的人有非常具体的指示，一旦有人试图营救该怎么做……,哦，想把他们活着救回来，你确实需要我帮忙。我的人有明确指示，一旦有人来救，该怎么做……,对话/剧情全量润色,NavalDLC/ModuleData/module_strings.xml
T008381,任务剧情,"Also, I’ll be straight with you, seeing as you’ll find out soon enough anyway. If I recall right, we already sold off your sister to those pirates in Ostican. I remember faces well, you see, and one of them looked a bit like you. So… Here’s what I can do for you. With luck, I can help you get your brother back. Your sister – well, I know nothing of ships and the sea, so I couldn’t tell you where they might have taken her. I’m sorry, but I won’t promise you what I can’t deliver.",另外，我跟你直说吧，反正你迟早也会发现。如果我没记错，我们已经把你妹妹卖给了奥斯蒂坎的那些海盗。我记人脸很准，其中有一个长得有点像你。所以……我能为你做的是：运气好的话，我可以帮你找回你弟弟。至于你妹妹——我对船和海一无所知，所以没法告诉你他们可能把她带去了哪里。抱歉，我不会承诺我做不到的事。,另外，我跟你直说吧，反正你迟早也会发现。如果我没记错，我们已经把你妹妹卖给了奥斯蒂坎的那些海盗。我记人脸很准，其中有一个长得有点像你。所以……我能为你做的是：运气好的话，我可以帮你找回你弟弟。至对你妹妹——我对船和海一窍不通，所以没法告诉你他们可能把她带去了哪里。抱歉，我不会承诺我做不到的事。,对话/剧情全量润色,NavalDLC/ModuleData/module_strings.xml
T008383,任务剧情,"In either case, we must be careful not to endanger their lives and it could be better to just buy them. We need to have our purses full for that though.",无论哪种情况，我们都必须小心，不要危及他们的生命，也许直接买下他们更好。不过我们得带够钱。,无论哪种情况，我们都得小心，别危及他们的性命，也许直接买下他们更好。不过我们得带够钱。,对话/剧情全量润色,NavalDLC/ModuleData/module_strings.xml
T008384,任务剧情,"Get on the road now, and if you get a chance, start making inquiries at Ostican for {LITTLE_SISTER.NAME}. Once I locate {LITTLE_BROTHER.NAME}, I'll come find you.[ib:normal][if:convo_calm_friendly]",现在就上路吧，如果有机会，开始在奥斯蒂坎打听{LITTLE_SISTER.NAME}的下落。一旦我找到{LITTLE_BROTHER.NAME}，我会来找你。[ib:normal][if:convo_calm_friendly],现在就上路吧，有机会的话，开始在奥斯蒂坎打听{LITTLE_SISTER.NAME}的下落。一旦我找到{LITTLE_BROTHER.NAME}，我会来找你。[ib:normal][if:convo_calm_friendly],对话/剧情全量润色,NavalDLC/ModuleData/module_strings.xml
T008387,任务剧情,"The sambuk is the traditional trading dhow of the Perassic Sea redesigned for warfare. It is to Aserai and Khuzait navies what the liburna is to imperial ones - the all-purpose workhorse, fleshing out the line and guarding the flanks in battle, hunting pirates, or protecting convoys of merchantment. The sambuk is distinguished by its very high speed, which also makes it a favorite of corsairs, if they can obtain one.",桑布克号是佩拉西亚海传统的贸易三角帆船，经过重新设计用于战争。它在阿塞莱和库赛特海军中的地位，如同利布尔纳在帝国海军中一样——是一种多用途的主力船型，在战斗中充实战线、护卫侧翼、追捕海盗或保护商船队。桑布克号以其极高的速度而著称，这也使其成为海盗的最爱——如果他们能弄到一艘的话。,桑布克号本是佩拉西亚海的传统贸易三角帆船，为战争而重新设计。它在阿塞莱和库赛特海军中的地位，如同利布尔纳在帝国海军中一样——一种多用途的主力船型，在战斗中充实战线、护卫侧翼、追捕海盗或保护商船队。桑布克号以极高的速度著称，这也让它成为海盗的最爱——只要他们能弄到一艘。,对话/剧情全量润色,NavalDLC/ModuleData/ship_hulls.xml
T008408,定居点文本,"Ataconia sits near the headwaters of the Aris river in the piedmont of the Dryatic Mountains. The hills, rich with oak trees, are ideal for the raising of acorn-eating swine.",阿塔科尼亚位于德亚提克山脉山麓的阿里斯河源头附近。橡树茂密的山丘是饲养食橡子猪的理想之地。,阿塔科尼亚位于德亚提克山脉山麓的阿里斯河源头附近。橡树茂密的山丘是饲养食橡子猪的好地方。,翻译腔命中：之地,NavalDLC/ModuleData/settlements.xml
T008473,定居点文本,"Avasinton sits in a valley of the Myzead, the mountainous highlands of the eastern Empire. Villagers have cleared away the thickets and thornbrush of this region, including the pungent wormwood after which the village is named, to allow the growing of mulberry bushes, the leaves of which are harvested and fed to silkworms.",阿瓦辛顿坐落在迈泽阿德（帝国东部的崎岖高地）的一座山谷中。村民们清除了此地的灌木丛和荆棘，包括以其命名的刺鼻苦艾，以便种植桑树，桑叶被采摘后用于喂养蚕虫。,阿瓦辛顿坐落在迈泽阿德（帝国东部的崎岖高地）的一座山谷中。村民们清除了此地的灌木丛和荆棘，包括以其命名的刺鼻苦艾，然后种上桑树，采摘桑叶喂养蚕虫。,翻译腔命中：以便,NavalDLC/ModuleData/settlements.xml
T008549,定居点文本,"Rhotae is a former Palaic hill-fort in the shadow of the basalt slab of Mount Erithrys, once known as Rotash. It fell to the Empire shortly afer Lageta. The Palaic chief here, when he heard of what happened to his neighbor, slaughtered a dozen imperial citizens under his protection. The eccentric long-haired general Sarapios led the punitive column that took Rotash and burned it to the ground. 'Lageta we took treacherously but with little bloodshed. Rotash we took honorably, with great bloodshed,' he supposedly said afterwards. 'Both will be remembered as a stain on our name. The victor always takes the blame, but keeps the gold.'",罗泰是埃里瑟里斯山玄武岩板阴影下的一座前帕莱克山堡，曾名罗塔什。它在拉格塔陷落后不久落入帝国之手。此地的帕莱克酋长听闻邻邦遭遇后，屠杀了受其保护的十几名帝国公民。古怪的长发将军萨拉皮奥斯率领惩罚纵队攻占罗塔什并将其夷为平地。“拉格塔我们以诡计夺取，但流血甚少。罗塔什我们以荣誉夺取，流血甚多，”他事后据说如此说道。“两者都将作为我们名声上的污点被铭记。胜利者总是承担罪责，但保留黄金。”,罗泰是埃里瑟里斯山玄武岩板阴影下的一座前帕莱克山堡，曾名罗塔什。它在拉格塔陷落后不久落入帝国之手。此地的帕莱克酋长听闻邻邦遭遇后，屠杀了受其保护的十几名帝国公民。古怪的长发将军萨拉皮奥斯率领惩罚纵队攻占罗塔什并将其夷为平地。“拉格塔我们以诡计夺取，流血不多。罗塔什我们以荣誉夺取，流血很多，”他事后据说如此说道。“两者都将成为我们名声上的污点。胜利者总是承担罪责，但保留黄金。”,翻译腔命中：甚,NavalDLC/ModuleData/settlements.xml
T008646,定居点文本,Eunalica sits on the western shores of Lake Tanaesis. This low-lying country is fine land for the growing of flax.,尤纳利卡位于塔纳埃西斯湖西岸。这片低洼之地是种植亚麻的好地方。,尤纳利卡位于塔纳埃西斯湖西岸。这片低洼地是种植亚麻的好地方。,翻译腔命中：之地,NavalDLC/ModuleData/settlements.xml
T008684,定居点文本,"Kargrev was once Car Gryff, the ringfort of the Battanian chief Gryff, but was conquered by the Sturgians two generations ago. Recently, the most intrepid of the villagers have joined Nords and others who go every summer to the far north, to Beinland and beyond, in search of walrus ivory.",卡格雷夫曾是巴旦尼亚酋长格里夫的环形堡垒“卡格里夫”，但两代人前被斯特吉亚人征服。近来，村里最勇敢的村民加入了诺德人和其他人的队伍，每年夏天远赴极北的贝因兰及更远之地，寻找海象牙。,卡格雷夫曾是巴旦尼亚酋长格里夫的环形堡垒“卡格里夫”，但两代人前被斯特吉亚人征服。近来，村里最勇敢的村民加入了诺德人和其他人的队伍，每年夏天远赴极北的贝因兰及更远的地方，寻找海象牙。,翻译腔命中：之地,NavalDLC/ModuleData/settlements.xml
T008690,定居点文本,Marabrot sits on a high rocky ridge between the Mazapor Estuary and the Byalic Sea. This harsh land would probably not be settled where it not for the rich iron deposits in the hills.,马拉布罗特坐落在马扎波尔河口与比亚利克海之间一处高耸的岩石山脊上。若非山丘中蕴藏着丰富的铁矿，这片严酷之地恐怕无人定居。,马拉布罗特坐落在马扎波尔河口与比亚利克海之间一处高耸的岩石山脊上。如果非山丘中蕴藏着丰富的铁矿，这片严酷之地恐怕无人定居。,翻译腔命中：之地、若,NavalDLC/ModuleData/settlements.xml
T008697,定居点文本,"Skorin lies in the heart of Irkaria, a patchwork of grassy downs and forests between the Battanian Sea and Lake Laconis. Villagers comb the remaining woods of these once-wild lands for signs of marten, mink, rabbit and other game, the fur of which is much valued by the merchants and magnates of northern Calradia.",斯科林位于伊尔卡里亚腹地，是巴旦尼亚海与拉科尼斯湖之间草坡与森林的交错地带。村民在昔日蛮荒之地的残余树林中搜寻貂、水貂、兔及其他猎物的踪迹，其毛皮深受北卡拉迪亚商贾巨富的珍视。,斯科林位于伊尔卡里亚腹地，是巴旦尼亚海与拉科尼斯湖之间草坡与森林的交错地带。村民在昔日蛮荒的残余树林中搜寻貂、水貂、兔及其他猎物的踪迹，其毛皮深受北卡拉迪亚商贾巨富的珍视。,翻译腔命中：之地,NavalDLC/ModuleData/settlements.xml
T008921,定居点文本,"Ykerslund is one of the northernmost districts of the Nordic kingdom. Its first inhabitants settled around a grove sacred to a wilderness goddess, and every year sacrifice in the hope of receiving her blessing to hunt in nearby woods.",伊克斯隆德是诺德国王最北端的地区之一。其第一批定居者围绕着一片献给荒野女神的神圣树林定居，每年献祭以祈求她的祝福，以便在附近的森林中狩猎。,伊克斯隆德是诺德国王最北端的地区之一。其第一批定居者围绕着一片献给荒野女神的神圣树林定居，每年献祭以祈求她的祝福，好在附近的森林中狩猎。,翻译腔命中：以便,NavalDLC/ModuleData/settlements.xml
