行号,范围,模块,分类,子分类,来源文件,XML路径,记录标签,记录ID,字段,字符串ID,英文原文,中文译文,翻译状态
41792,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[292],Settlement,castle_village_N1_1,attr:text,yOezgAaK,"Laxahof sits on a low promontory that juts into the Byalic Sea, on the war-torn marches that divide the Sturgian and Nordic lands. In past generations its inhabitants made their living by signing on to dangerous, freezing whaling ventures organized by Byalic Sea merchants. Rrecently they have begun to organize their own voyages, bringing home wealth to what was once one of the poorest corners of the north.",拉克萨霍夫坐落在伸入拜亚利克海的一个低矮海岬上，位于分割斯特吉亚和诺德土地的饱经战乱的边境。在过去几代人中，居民们通过签约参加由拜亚利克海商人组织的危险、冰冷的捕鲸活动谋生。最近，他们开始组织自己的航行，将财富带回家乡，这里曾是北方最贫穷的角落之一。,已翻译
41796,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[293],Settlement,castle_village_N1_2,attr:name,Settlements.Settlement.name.castle_village_N1_2,Agilting,阿吉尔廷,已翻译
41797,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[293],Settlement,castle_village_N1_2,attr:text,j84R3OFX,"The village of Agilting on the eastern shores of the Byalic Sea began as a gathering point for local fishers and herders to resolve their claims and feuds. Like many such sites in the north, it has evolved into a village as local populations grew.",拜亚利克海东岸的阿吉尔廷村最初是当地渔民和牧民解决纠纷和世仇的聚集点。像北方许多这样的地点一样，随着当地人口增长，它演变成了一个村庄。,已翻译
41801,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[294],Settlement,castle_village_N2_1,attr:name,Settlements.Settlement.name.castle_village_N2_1,Kjarved,基亚韦德,已翻译
41802,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[294],Settlement,castle_village_N2_1,attr:text,dVSR4l4D,"Kjarved lies in the inland valleys of the western Nordvyg. Villagers tell stories of their famously foul-tempered and miserly ancestor Kjar, who came inland from the sea to escape a blood feud. For 60 years he mined salt from nearby deposits and accumulated a fabulous trove of wealth, all of which was a huge surprise to his dozens of children and grandchildren when they entered his modest farmhouse after his death to claim their inheritance.",基亚韦德位于西部诺德维格的内陆山谷中。村民们讲述他们著名的暴躁而吝啬的祖先基亚的故事，他为了逃避血仇从海边来到内陆。六十年来，他从附近的矿床开采盐，积累了惊人的财富，这在他死后，他的几十个子孙进入他简陋的农舍继承遗产时，让他们大吃一惊。,已翻译
41806,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[295],Settlement,castle_village_N2_2,attr:name,Settlements.Settlement.name.castle_village_N2_2,Tharklif,萨克利夫,已翻译
41807,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[295],Settlement,castle_village_N2_2,attr:text,azr733J3,"The seafaring village of Tharklif lies at the foot of a cliff overlooking the Byalic Sea. The inhabitants fish local stocks of char and cod, but are most known for their long-ranging voyages in pursuit of right whales and bowheads which migrate through these waters.",海村萨克利夫位于俯瞰拜亚利克海的悬崖脚下。居民们捕捞当地的鲑鱼和鳕鱼，但最出名的是他们长途航行追捕经过这些水域的露脊鲸和弓头鲸。,已翻译
41811,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[296],Settlement,castle_village_N3_1,attr:name,Settlements.Settlement.name.castle_village_N3_1,Ykerslund,伊克斯隆德,已翻译
41812,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[296],Settlement,castle_village_N3_1,attr:text,mSaQ0Cof,"Ykerslund is one of the northernmost districts of the Nordic kingdom. Its first inhabitants settled around a grove sacred to a wilderness goddess, and every year sacrifice in the hope of receiving her blessing to hunt in nearby woods.",伊克斯隆德是诺德国王最北端的地区之一。其第一批定居者围绕着一片献给荒野女神的神圣树林定居，每年献祭以祈求她的祝福，以便在附近的森林中狩猎。,已翻译
41816,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[297],Settlement,castle_village_N3_2,attr:name,Settlements.Settlement.name.castle_village_N3_2,Hoeksten,霍克斯滕,已翻译
41817,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[297],Settlement,castle_village_N3_2,attr:text,hBOy8ZUM,"Hoeksten is named after a mysterious monolith found in the fields here by wandering herdsmen, subsequently ordered dug up by the local jarl and used in the foundations of Ykerslund Castle. He also ordered a village built on the auspicious site to settle refugees who had fled from the wars of Nord unification on the coast, and provided them with herds of cattle.",霍克斯滕得名于游牧牧民在此地田野中发现的一块神秘巨石，随后当地雅尔下令将其挖出，用于伊克斯隆德堡的地基。他还下令在这块吉祥之地建造一个村庄，安置从海岸诺德统一战争中逃离的难民，并为他们提供了牛群。,已翻译
41821,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[298],Settlement,castle_village_N4_1,attr:name,Settlements.Settlement.name.castle_village_N4_1,Ruvenbrek,鲁文布雷克,已翻译
41822,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[298],Settlement,castle_village_N4_1,attr:text,LkKDVSJa,"Ruvenbrek sits in the far northeast of the lands settled by the Nords. Rich deposits of iron ore in the soil here, their wealth visible from rust-brown streaks on hillsides or in the waters of bogs, have drawn migrants to this otherwise remote and forbidding region.",鲁文布雷克位于诺德人定居土地的极东北部。这里土壤中丰富的铁矿床，其财富从山坡上的锈褐色条纹或沼泽的水中可见，吸引了移民来到这个原本偏远而严酷的地区。,已翻译
41826,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[299],Settlement,castle_village_N4_2,attr:name,Settlements.Settlement.name.castle_village_N4_2,Svinstak,斯温斯塔克,已翻译
41827,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[299],Settlement,castle_village_N4_2,attr:text,h5tD3Cjj,"Svinstak lies inland of the Nordvyg coast, separated from the sea by a row of sharp-ridged hills. Stands of old-growth oak and other trees are still common here, providing the north with much of the timber for its ships.",斯温斯塔克位于诺德维格海岸的内陆，与大海之间隔着一排陡峭的山脊。古老的橡树和其他树林在这里仍然常见，为北方提供了大量造船木材。,已翻译
41831,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[300],Settlement,castle_village_N5_1,attr:name,Settlements.Settlement.name.castle_village_N5_1,Fimbulgard,芬布尔加德,已翻译
41832,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[300],Settlement,castle_village_N5_1,attr:text,EaH59vf8,"Fimbulgard was named for the beach-side shacks used to dry herring, the staple food of its seafaring inhabitants. The wealth of the village, however, comes from the seasonal voyages along the northern coasts in search of whales and their oil.",芬布尔加德得名于海边用于干燥鲱鱼的小屋，鲱鱼是其航海居民的主食。然而，村庄的财富来自沿北部海岸寻找鲸鱼及其油脂的季节性航行。,已翻译
41836,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[301],Settlement,castle_village_N5_2,attr:name,Settlements.Settlement.name.castle_village_N5_2,Draugmyr,德劳格米尔,已翻译
41837,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[301],Settlement,castle_village_N5_2,attr:text,Y5YbDNKp,"The village of Draugmyr takes its name from a nearby bog that was once a place of sacrifice. Though long since drained to create farmland, its rich wheatfields still turn up the odd bone or golden grave-offering.",德劳格米尔村得名于附近的一片沼泽，那里曾是祭祀之地。虽然早已被排干用于耕作，但其肥沃的麦田仍会偶尔翻出骨头或金制陪葬品。,已翻译
41841,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[302],Settlement,castle_village_N6_1,attr:name,Settlements.Settlement.name.castle_village_N6_1,Haugr,豪格尔,已翻译
41842,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[302],Settlement,castle_village_N6_1,attr:text,TKeLjx14,"Haugr sits on the eastern branch of the Jumne River, where it meanders over its floodplain. It was named after a stone cairn on a riverside bluff, said by locals to have been built by trolls from the nearby tundra. The region produces fine, dark clays, much prized by local potters.",豪格尔坐落在尤姆内河的东支流上，河流在洪泛平原上蜿蜒。它以河边悬崖上的一座石堆命名，当地人说是由附近冻原上的巨魔建造的。该地区出产优质的深色黏土，深受当地陶工的珍视。,已翻译
41846,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[303],Settlement,castle_village_N6_2,attr:name,Settlements.Settlement.name.castle_village_N6_2,Nifdal,尼夫达尔,已翻译
41847,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[303],Settlement,castle_village_N6_2,attr:text,8rKzYF3g,Nifdal is named for the dense mists that rise in the morning from the nearby Jumne river. The villagers here raise shaggy-haired cattle bred to withstand the bitter winters.,尼夫达尔得名于清晨从附近尤姆内河升起的浓雾。这里的村民饲养着长毛牛，这些牛被培育以抵御严冬。,已翻译
41851,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[304],Settlement,castle_village_N7_1,attr:name,Settlements.Settlement.name.castle_village_N7_1,Hakarshus,哈卡舒斯,已翻译
41852,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[304],Settlement,castle_village_N7_1,attr:text,2pt8EBsS,"Hakarshus was the first settlement on the northern coast of Beinland. Its founder, Hakar, harbored a resentment towards authority that was fierce even by local standards. His descendants have become walrus hunters and whalers, venturing to the far north, away from kings and jarls and taxes, in search of their quarry.",哈卡舒斯是贝因兰北岸的第一个定居点。其建立者哈卡尔对权威的憎恨之烈，即便以当地标准衡量也堪称凶猛。他的后代成为海象猎人与捕鲸者，远赴极北之地，远离国王与雅尔们和赋税，追寻他们的猎物。,已翻译
41856,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[305],Settlement,castle_village_N7_2,attr:name,Settlements.Settlement.name.castle_village_N7_2,Bjorenbyr,比约伦比尔,已翻译
41857,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[305],Settlement,castle_village_N7_2,attr:text,yowxgqGD,"The village of Bjorenbyr on the downs of western Beinland was founded only two generations ago, as the people of Beinland began to settle inland. It harvests the old-growth forests of the highlands, where great trees might still be found, and are much valued by shipbuilders on the coast and the mainland.",比约伦比尔村庄坐落在贝因兰西部的丘陵上，建于两代人之前，当时贝因兰人开始向内陆定居。此地采伐高地的原始森林，那里仍可找到参天巨木，深受沿海与大陆造船匠的珍视。,已翻译
41861,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[306],Settlement,castle_village_N8_1,attr:name,Settlements.Settlement.name.castle_village_N8_1,Skarthness,斯卡斯尼斯,已翻译
41862,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[306],Settlement,castle_village_N8_1,attr:text,4L56zPos,"The clifftop village of Skarthness is known for its intrepid mariners. While most of their neighbors are content to fish nearby banks, Skarthnessers voyage seasonally to the far north of Beinland on walrus hunts, bringing back valuable ivory.",悬崖顶上的斯卡斯尼斯村庄以无畏的航海者闻名。当大多数邻人满足于在近岸渔场捕鱼时，斯卡斯尼斯人每年远航至贝因兰极北之地猎取海象，带回珍贵的象牙。,已翻译
41866,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[307],Settlement,castle_village_N8_2,attr:name,Settlements.Settlement.name.castle_village_N8_2,Troverag,特罗维拉格,已翻译
41867,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[307],Settlement,castle_village_N8_2,attr:text,ozyk0Toa,"Troverag is a mining colony in the bleak hills overlooking the Byalic Sea. The dour inhabitants are known for laboring long into the night, and the glow of their forges can be seen far from shore.",特罗维拉格是一座采矿殖民地，坐落在俯瞰拜亚利克海的荒凉山丘上。阴郁的居民以彻夜劳作闻名，他们的熔炉火光在遥远的海岸上也能看见。,已翻译
41871,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[308],Settlement,castle_village_N9_1,attr:name,Settlements.Settlement.name.castle_village_N9_1,Ulikshorn,乌利克肖恩,已翻译
